Company_ID,Industry_Type,Date,Energy_Demand_MWh,Fuel_Type,Emission_Produced_tCO2,Emission_Allowance_tCO2,Carbon_Price_USD_per_t,Credits_Traded_tCO2,Verification_Status,Compliance_Cost_USD,Optimization_Scenario,Carbon_Cost_Savings_USD,Transaction_Type
C050,STEEL,14-05-2024,2625.52,Coal,1553.58,1717.58,N/A,89, Disputed ,10006.79,Low_Demand,2206.14,Buy
C005, STEEL ,18-07-2024,2923.34,Natural Gas,1495.8,1631.8,31.33,109, Verified ,16023.66,High_Demand,1351.26, Sell 
C097,Manufacturing,16-01-2024,2622.58,Renewable,864.59,677.59,21.79,46,Verified,16167.88,Low_Demand,1038.83,buy
C068,Energy,13-12-2025,2622.57,Natural Gas,1897.99,1836.99,31.03,181,Verified,14918.25,Low_Demand,2019.45,Buy
C055,Steel,24-11-2025,1248.65,Mixed Fuel,638.73,817.73,31.32,78,Verified,7603.65,Low_Demand,1206.52,Hold
C030,Manufacturing,08-05-2025,2621.6,Natural Gas,2054.21,2004.21,28.5,134,nan,16374.13,Low_Demand,800.36,hold
C075,Manufacturing,11-05-2024,2621.03,Natural Gas,2059.4,1909.4,29.09,73,Disputed,17305.04,Low_Demand,914.06,hold
C083,Steel,10-03-2024,2618.82,Mixed Fuel,1839.38,1908.38,25.79,118,Verified,15074.69,Low_Demand,1644.51,hold
C040,Steel,17-10-2025,2674.34,Natural Gas,1940.3,1943.3,31.3,181, DISPUTED ,7266.76,Price_Surge,815.98,Hold
C013,Manufacturing,15-05-2024,1821.41,Mixed Fuel,1000.64,1066.64,31.3,92,Disputed,17615.65,High_Demand,2079.65,Sell
C006,Manufacturing,01-03-2025,1860.83,Coal,865.93,989.93,31.3,77,Disputed,18436.58,High_Demand,1787.97,Sell
C065,Manufacturing,20-08-2025,2144.44,Renewable,785.52,961.52,31.3,164,Verified,5090.42,Price_Surge,595.16,Sell
C037,Cement,17-03-2024,2627.28,Coal,907.59,721.59,31.29,32,VERIFIED,14475.36,Price_Surge,1808.62,hold
C013,Cement,18-09-2024,2618.46, Coal ,1697.41,1673.41,30.18,113,Verified,13367.15,High_Demand,1710.9,Buy
C067,Energy,05-08-2024,2615.9,Coal,1270.05,1132.05,21.47,143,Disputed,12118.94,Low_Demand,2232.96,Buy
C062,Cement,13-06-2024,2615.67,NATURAL GAS,974.98,1113.98,32.34,75,Verified,7388.13,Price_Surge,2652.5,Buy
C028, Energy ,02-05-2024,2614.86,Coal,1255.66,1313.66,20.72,135,Disputed,17023.81,Low_Demand,2764.54,Buy
C008,Energy,21-08-2024,2613.65, Coal ,1110.54,986.54,29.76,53,Disputed,5753.4,Low_Demand,2510.3,hold
C004,Cement,30-05-2024,2016.4,Mixed Fuel,877.3,966.3,31.25,151,Disputed,11910.28,Low_Demand,2380.65,Hold
C079,Steel,01-08-2024,2613.42,Renewable,1518.45,1457.45,27.85,130,Verified,11642.63,Price_Surge,1935.97,hold
C076,Energy,22-05-2025,2611.18, Natural Gas ,1398.82,1250.82,21.13,126,Verified,8269.89,High_Demand,944.72,Buy
C034,Energy,05-07-2025,2611.14, Coal ,1193.21,1170.21,29.17,43,DISPUTED,18773.89,Low_Demand,1932.41,hold
C094,Energy,03-08-2024,1612.39,Natural Gas,1143.56,1314.56,31.24,165,Verified,9742.06,Low_Demand,811.72,Hold
C093,Cement,27-01-2025,2610.12,Natural Gas,1755.2,1790.2,27.06,69,Verified,19014.3,Low_Demand,1008.03,buy
C011, ENERGY ,01-02-2024,2609.58,NAN,1583.25,1675.25,25.3,54,Verified,5635.5,Price_Surge,2005.39,hold
C044,Steel,28-10-2025,2242.61,Natural Gas,1090.11,1073.11,31.23,137,Verified,7592.97,Price_Surge,626.11,Sell
C010,Energy,21-01-2024,1884.42, Coal ,1379.81,1500.81,31.23,199,Disputed,15733.21,Price_Surge,2264.66,Sell
C053,NAN,27-02-2024,2608.49,Natural Gas,1440.54,1270.54,31.12,185,DISPUTED,8966.94,High_Demand,1730.44,Buy
C034,ENERGY,21-11-2024,2864.21,Mixed Fuel,1519.81,1487.81,31.22,193,VERIFIED,8533.43,Price_Surge,1681.16,Hold
C081,Cement,20-07-2024,886.07,Coal,327.48,443.48,31.22,182, nan ,12889.75,Price_Surge,787.53,Sell
C073,Manufacturing,06-03-2024,2812.57,Natural Gas,942.89,847.89,31.21,48,Verified,16329.86,Price_Surge,2739.77,hold
C032,Energy,08-03-2024,2646.07,Natural Gas,1285.66,1224.66,31.21,162,Disputed,18534.6,High_Demand,505.77,Sell
C062,Steel,20-04-2024,2427.77,Mixed Fuel,1708.92,1773.92,31.21,24,NAN,17763.62,Price_Surge,1977.75,Hold
C062,MANUFACTURING,30-07-2025,632.52,Renewable,211.48,281.48,31.21,105,Verified,8372.36,Price_Surge,1215.21,SELL
C024,Cement,15-12-2024,unknown,Natural Gas,680.81,695.81,31.2,27,Disputed,13453.23,Price_Surge,2500.95,Hold
C051,Steel,03-05-2025,1429.99,MIXED FUEL,609.61,435.61,31.19,43,DISPUTED,13867.73,Price_Surge,2893.9,hold
C013,Steel,10-04-2025,2605.01,Mixed Fuel,2068.98,1981.98,24.55,187, Disputed ,19165.36,High_Demand,564.96,Buy
C088,Manufacturing,09-09-2024,1013.41,Coal,574.83,426.83,31.17,110, Verified ,14347.63,High_Demand,2236.74,Sell
C034,Steel,24-02-2024,2595.72,Coal,1806.76,1758.76,31.63,74,Verified,11275.02,Price_Surge,1402.19,BUY
C089,nan,13-08-2024,821.91,NAN,307.33,211.33,31.16,131,Disputed,14555.84,High_Demand,1915.25, Sell 
C078,Manufacturing,02-06-2025,2593.43,Coal,1011.55,1073.55,28.24,87,Disputed,8254.45,Low_Demand,2513.61,hold
C049,Manufacturing,30-11-2025,2606.99,Mixed Fuel,1300.31,1312.31,31.16,67,NAN,10948.3,High_Demand,1593.73,Hold
C078,Manufacturing,02-06-2025,2593.43,Coal,1011.55,1073.55,28.24,87,Disputed,8254.45,Low_Demand,2513.61,hold
C036,Steel,26-08-2025,2593.09,Mixed Fuel,1959.79,1779.79,25.61,85,Verified,5758.76,Price_Surge,2432.84,hold
C033,Steel,24-07-2024,unknown,NAN,758.82,746.82,31.14,107,Disputed,16395.35,Price_Surge,1865.57,Hold
C046,Manufacturing,06-12-2025,2593.01,Natural Gas,1916.12,1725.12,25.13,185,Disputed,18849.89,High_Demand,2825.69,hold
C046,Manufacturing,06-12-2025,2593.01,Natural Gas,1916.12,1725.12,25.13,185,DISPUTED,18849.89,High_Demand,2825.69,hold
C032,Manufacturing,24-05-2024,810.47,Mixed Fuel,642.49,828.49,31.13,68,nan,9196.18,Price_Surge,775.55,Sell
C007,Manufacturing,06-04-2025,2592.13,nan,1885.82,1753.82,26.17,139,Verified,9291.42,Low_Demand,518.67,hold
C016,Energy,29-03-2025,2590.61,Coal,1830.12,1948.12,22.3,177,Verified,8613.12,Low_Demand,2891.92,Buy
C098, ENERGY ,07-01-2024,2586.68,nan,1687.63,1586.63,27.08,106, Verified ,12496.68,Low_Demand,553.64,hold
C084,Manufacturing,06-06-2025,2586.6,Natural Gas,2036.21,1860.21,34.99,52,Disputed,6522.48,Low_Demand,1921.5,buy
C054,Cement,01-12-2025,2204.1,Natural Gas,698.68,579.68,31.11,86,VERIFIED,14408.6,Price_Surge,718.76,hold
C074,Manufacturing,15-03-2025,523.87,Coal,268.54,184.54,31.11,184, DISPUTED ,16191,Price_Surge,1400.54,hold
C056,CEMENT,22-12-2025,828.13,Mixed Fuel,398.73,393.73,31.11,38,NAN,16041.37,Low_Demand,2813.58,Hold
C047, Manufacturing ,12-02-2024,1932.83,MIXED FUEL,1117,983,31.1,166, Verified ,8642.52,Price_Surge,2182.49,hold
C047,Manufacturing,12-02-2024,1932.83,Mixed Fuel,1117,983,31.1,166,Verified,8642.52,Price_Surge,2182.49,hold
C064,Manufacturing,31-01-2024,2251.14,Mixed Fuel,1581.03,1549.03,31.1,140, Disputed ,11493.97,Price_Surge,1915.38,Hold
C099,Energy,14-05-2024,1040.96,Mixed Fuel,466.77,597.77,31.09,130,Disputed,16779.8,High_Demand,1209.28, Sell 
C008,Manufacturing,12-11-2024,2584.41,Mixed Fuel,1761.25,1638.25,32.79,60,Verified,7022.59,Low_Demand,2567.53,Buy
C064, Cement ,16-09-2025,2583.11,Natural Gas,1364.36,1323.36,28.42,83,Disputed,17949.86,Low_Demand,1132.16,hold
C033,Steel,04-03-2025,2582.97,Coal,1363.23,1335.23,20.69,160,Disputed,14503.1,Low_Demand,1866.65,buy
C098,ENERGY,20-10-2024,2799.41, Coal ,1380.89,1391.89,31.08,189,Verified,18541.49,High_Demand,1828.61,Hold
C029,Cement,01-09-2025,1007.91,Mixed Fuel,704.28,874.28,31.08,90,Verified,15317.13,Price_Surge,1860.01,Sell
C019,Manufacturing,09-06-2025,2286.2,Renewable,1551.58,1546.58,31.07,159,Verified,19190.36,Price_Surge,2912.67,Hold
C076,Steel,09-02-2024,unknown,Natural Gas,862.58,904.58,31.07,41,Verified,18492.72,High_Demand,2549.31,Sell
C060,Steel,02-11-2024,2578.05,Mixed Fuel,1375.65,1349.65,29.81,83,Disputed,6128.84,High_Demand,1048.6,hold
C037,ENERGY,30-11-2025,2576.71,nan,1659.77,1802.77,32.62,37,Disputed,10750.23,Low_Demand,2280.14,Buy
C011,nan,07-06-2024,2575.62,Mixed Fuel,1131.16,1100.16,26.31,169,DISPUTED,6843.83,High_Demand,2076.24,hold
C060, Cement ,08-04-2025,846.01,Natural Gas,643.46,810.46,31.07,63,Disputed,9797.62,Price_Surge,1962.66,Sell
C058,Steel,31-12-2024,2573.71,Natural Gas,1846.86,1972.86,34.44,138,Verified,8424.83,Price_Surge,2172.91,BUY
C026, Cement ,04-05-2025,2573.48, Renewable ,888.66,992.66,20.48,22,Verified,8270.07,High_Demand,2176.96,Buy
C047,Energy,23-04-2025,2135.01, nan ,1184.61,1090.61,31.06,188,Verified,9194.1,High_Demand,1399.02,Sell
C085,Energy,28-01-2025,2572.98,Natural Gas,2044.9,2213.9,25.83,155, Verified ,19678.4,Low_Demand,1720.23,hold
C079,Energy,03-03-2024,2572.47,nan,1959.55,1819.55,30.44,114, nan ,19925.14,Low_Demand,771.05,Buy
C036,Manufacturing,30-01-2025,1494.78, Coal ,688.94,674.94,31.05,168,Disputed,9812.06,Price_Surge,2812.33,Hold
C092,Manufacturing,07-06-2024,1869.56,Natural Gas,1260.44,1142.44,31.04,46, Verified ,19543.65,High_Demand,1957.85,Sell
C033, CEMENT ,22-08-2025,1507.21,Renewable,816.38,819.38,31.04,181,Verified,6382.29,Low_Demand,1974.28,Hold
C070,ENERGY,19-04-2025,2431.8,Natural Gas,1383.25,1428.25,31.04,197, Verified ,17576.47,Price_Surge,2107.18,Sell
C043,Manufacturing,30-07-2025,2571.96,Coal,968.28,1061.28,24.35,164,Disputed,13285.9,Low_Demand,2918.58,Buy
C042,STEEL,22-11-2024,2571.9,nan,1826.15,1969.15,30,29, Verified ,10977.83,Price_Surge,2094.42,hold
C004,Cement,16-10-2024,2571.79,Natural Gas,1833.38,1636.38,25.61,94, Verified ,9632.54,Low_Demand,1320.92,hold
C020,Steel,18-03-2024,2238.78,Natural Gas,1367.71,1482.71,31.03,41,Verified,10440.53,Price_Surge,1143.26,Sell
C087,Steel,29-05-2024,1566.28,Natural Gas,568.09,699.09,31.03,103,Verified,14898.23,Price_Surge,1522.62,Sell
C037,Manufacturing,05-01-2025,1884.44,Mixed Fuel,1405.26,1589.26,31.03,45,Verified,12042.55,High_Demand,1789.57,Sell
C038,Steel,19-08-2025,2480.61,Coal,1826.94,1693.94,31.02,195,DISPUTED,18426.56,Price_Surge,1523.89,hold
C015,Energy,16-10-2024,1075.13, NATURAL GAS ,669.94,648.94,31.02,86,Verified,9752.94,Low_Demand,1009.43,Sell
C005,Energy,06-08-2024,888.43,Natural Gas,319.54,307.54,31.02,188,Verified,14161.72,High_Demand,681.16,Hold
C050,Manufacturing,16-04-2025,2463.01,Natural Gas,1881.6,1889.6,31.02,167,Verified,11166.09,Low_Demand,2458.41,Hold
C073,Steel,31-05-2024,2850,Natural Gas,1183.73,986.73,31.01,54,Verified,16308.35,Price_Surge,2130.83,hold
C088,Cement,18-03-2025,2567.97,Mixed Fuel,1100.58,1053.58,22.27,50,Verified,5293.34,Low_Demand,747.61,Buy
C074,Steel,14-06-2025,556.14,Renewable,425.05,291.05,31.01,178,nan,6139.27,Price_Surge,2649.11,hold
C058,Cement,16-11-2024,2076.72,Natural Gas,1497.22,1411.22,31.01,186, Disputed ,14242.85,Price_Surge,2553.54,hold
C014,Steel,24-12-2025,2567.51,Natural Gas,1676.43,1508.43,27.73,46,Disputed,9321.89,Low_Demand,2892.38,hold
C043,Cement,17-02-2024,2564.92,Natural Gas,1154.07,1179.07,29.25,51,Disputed,11714.55,Price_Surge,2976.73,hold
C021,Steel,11-01-2024,2919.74,Coal,2218.62,2339.62,31.01,154,VERIFIED,18394.84,Price_Surge,1024.91,Sell
C091,Cement,13-01-2025,2235.88,Mixed Fuel,995.8,1139.8,31.01,148,Disputed,19891.74,High_Demand,2435.9, Sell 
C042,Energy,27-02-2025,2564.46, Natural Gas ,1109.97,1023.97,34.97,138,Disputed,14447.54,High_Demand,2237.73,Buy
C012,Manufacturing,01-03-2024,2564.39,Coal,1350.32,1281.32,29.98,189,Verified,14348.23,High_Demand,1521.67,hold
C050,Cement,18-06-2024,864.76,Natural Gas,660,647,31,30,Verified,18296.68,Price_Surge,2016.03,Hold
C043,Cement,27-07-2025,1804.24,Mixed Fuel,628.96,661.96,30.99,46,Disputed,13549.15,High_Demand,1062.46,Sell
C092,Cement,11-10-2024,2564.34,NATURAL GAS,1462.11,1518.11,22.09,54, Disputed ,17818.34,Low_Demand,1595.36,Buy
C073,Energy,23-01-2024,2660.52,Natural Gas,1129.33,1131.33,30.98,36,Disputed,7321.73,Low_Demand,2102.09,Hold
C078,Cement,16-03-2024,2280.61,Mixed Fuel,1725.5,1727.5,30.98,76,Verified,5277.81,High_Demand,2333.33,Hold
C075,Energy,06-06-2024,2563.48,nan,1371.5,1182.5,29.05,61,VERIFIED,15446.18,Low_Demand,2002.2,hold
C090,Cement,08-03-2025,1019.51, NATURAL GAS ,446.24,624.24,30.98,124,Verified,7303.8,High_Demand,2787.28,Sell
C069,Steel,16-01-2025,2409.78,Mixed Fuel,1231.59,1426.59,30.98,145,Disputed,10033.63,Price_Surge,1438.06,Sell
C013,Manufacturing,"Oct 13, 2025",1039.22,Renewable,380.28,355.28,30.97,106, Verified ,18665.28,High_Demand,2173.98,Sell
C063,nan,"Sep 04, 2024",1880.26,MIXED FUEL,589.05,583.05,30.97,81,Disputed,15943.62,Price_Surge,1570.83,Hold
C052,Steel,20-05-2025,1946.66,Coal,957.72,992.72,30.97,104,DISPUTED,16319.24,High_Demand,2081.47, SELL 
C052,Steel,20-05-2025,1946.66,Coal,957.72,992.72,30.97,104,Disputed,16319.24,High_Demand,2081.47,Sell
C067,Energy,15-04-2025,2648.13,Coal,1630.83,1708.83,30.97,149,Disputed,5058.86,High_Demand,906.22,Sell
C059,Manufacturing,26-05-2025,1973.16,Renewable,974.02,1162.02,30.97,132,Verified,6960.82,Price_Surge,1619.72,Sell
C026,Energy,24-05-2025,2562.32,Mixed Fuel,1605.98,1574.98,25.29,23,Verified,13921.66,High_Demand,1323.02,hold
C049,Cement,10-01-2025,2560.53,Mixed Fuel,1973.09,1801.09,32.79,40,Disputed,5853.8,Low_Demand,792.53,Buy
C023,Steel,08-08-2025,2555.49,Mixed Fuel,1823.04,1737.04,28.82,66,Disputed,18714.57,Low_Demand,1667.93,hold
C079,Cement,04-03-2024,2554.47,Natural Gas,1257.69,1170.69,23.47,189,Verified,6459.55,High_Demand,2794.99,Buy
C069,Steel,12-01-2024,2552.91,Coal,1417.73,1353.73,24.96,103,Verified,10231.09,Low_Demand,1757.04,Buy
C013,ENERGY,13-02-2024,2551.36,Coal,1983.36,2115.36,21.75,37,Disputed,10392.93,Low_Demand,947.03,Buy
C064, Energy ,26-12-2024,2549.56,nan,1042.6,945.6,24.3,71,nan,13376.41,Low_Demand,533.09, Buy 
C028,Cement,27-02-2025,1977.08, Natural Gas ,1070.1,1214.1,30.95,38,Disputed,6055.91,Price_Surge,2974.41,Sell
C054, Cement ,14-04-2025,2548.42,Mixed Fuel,1591.73,1697.73,29.58,82,Verified,15551.58,Low_Demand,2895.97,hold
C078,ENERGY,30-11-2025,2542.89,Coal,1769.43,1799.43,23.01,191,Verified,11132.59,High_Demand,1126.38, Buy 
C071,Cement,23-04-2024,2892.52,Mixed Fuel,1393.15,1349.15,30.93,108,Verified,14156.75,High_Demand,1954.71,Sell
C032,Cement,12-07-2025,1747.79,Natural Gas,1387.79,1393.79,30.93,190,Disputed,10945.47,Price_Surge,1194.48,Hold
C021,Cement,01-05-2025,2537.02,NAN,1384.48,1346.48,26.33,30,nan,18642.63,Price_Surge,1002.81,hold
C048, Steel ,01-09-2025,893.2,Natural Gas,548.1,618.1,30.93,166,Verified,9564.33,Price_Surge,1050.92,Sell
C020,Steel,10-11-2024,2977.46,Coal,1519.96,1474.96,30.92,76,DISPUTED,13169.54,High_Demand,2574.62,Sell
C024,CEMENT,04-01-2025,978.14, COAL ,682.13,744.13,30.92,149,Verified,7197,Price_Surge,1647.57,Hold
C006,Manufacturing,01-10-2025,2536.8,Natural Gas,1895.71,2032.71,29.89,54,Verified,13493.13,Price_Surge,1961.76,hold
C083,Manufacturing,24-10-2024,2540.28,NATURAL GAS,1721.51,1555.51,30.91,31,Verified,8510.46,Price_Surge,1418.52,hold
C017,Steel,30-10-2025,1595,Natural Gas,514.46,379.46,30.89,65,Disputed,13558.4,Price_Surge,2189.84,hold
C006,Manufacturing,01-10-2025,2536.8, Natural Gas ,1895.71,2032.71,29.89,54,Verified,13493.13,Price_Surge,1961.76,hold
C007,Energy,28-07-2024,2003.84,Coal,1141.27,1323.27,30.89,143, DISPUTED ,10882.81,Low_Demand,1106.3,Hold
C092,Steel,04-12-2025,2536.45,Mixed Fuel,1218.27,1261.27,20.48,164,Disputed,15420.77,Low_Demand,2592.03,Buy
C018,MANUFACTURING,16-09-2024,2536.09,RENEWABLE,1596.37,1455.37,23,28,Disputed,6425.25,Low_Demand,1240.16,Buy
C051, Steel ,15-12-2024,576.78,Renewable,385.19,496.19,30.88,65,DISPUTED,15927.56,High_Demand,1252.67,Sell
C056,Steel,02-01-2024,1976.21,Natural Gas,859.99,976.99,30.88,139,Verified,10285.07,High_Demand,2379.85,Sell
C048,Energy,13-01-2024,2534.93,Natural Gas,1074.58,1023.58,21.79,60, Verified ,10979.33,High_Demand,1998.25, BUY 
C005,Manufacturing,03-01-2024,2585.75,Coal,1656.15,1848.15,30.87,104, Verified ,17620.06,Low_Demand,2470.14,Hold
C093,Manufacturing,07-05-2025,2534.56,Natural Gas,1197.42,1040.42,25.27,48,Disputed,16839.46,High_Demand,1572.21,hold
C002,Cement,28-09-2025,2532.39,Natural Gas,889.89,715.89,21.91,153,Disputed,13591.08,High_Demand,1510.31,Buy
C094,Steel,24-05-2025,1545.18,Renewable,625.43,626.43,30.86,63, Disputed ,5229.5,Low_Demand,1969.14,Hold
C076,Steel,07-02-2024,2528.28,Natural Gas,1821.21,1946.21,25.58,127,Verified,7096.81,Low_Demand,1710.41,hold
C076,Steel,07-02-2024,2528.28,Natural Gas,1821.21,1946.21,25.58,127,Verified,7096.81,Low_Demand,1710.41,hold
C024,Cement,17-11-2025,2896.79,Renewable,2149.09,2338.09,30.86,164,Disputed,19407.49,High_Demand,852.88,Sell
C007,Cement,17-11-2025,2856.77,MIXED FUEL,1509.03,1412.03,30.85,36,Verified,9301.76,High_Demand,1045.09,Sell
C007,STEEL,23-07-2024,2527.45, Natural Gas ,1279.74,1425.74,20.08,104,Disputed,11928.8,Low_Demand,1120.62,Buy
C037,Steel,26-11-2025,505.86, Coal ,195.48,200.48,30.85,188,Verified,19267.47,High_Demand,2347.1,Hold
C056,Steel,01-08-2025,2526.61,Mixed Fuel,1164.26,996.26,29.48,177,Disputed,13517.92,High_Demand,1498.53,hold
C034,Cement,14-08-2024,1317.64,Natural Gas,863.69,1014.69,30.85,151,Disputed,11321.98,High_Demand,1126.51,Sell
C008,Cement,30-10-2025,2526.22, Natural Gas ,1385.21,1356.21,22.96,61,Verified,13821.83,High_Demand,571.67,Buy
C089,Steel,18-04-2025,1297.49,Mixed Fuel,568.49,694.49,30.84,149,Verified,14407.58,High_Demand,755.11,Sell
C050,Cement,10-06-2025,2104.45,nan,710.19,746.19,30.83,100,Disputed,17013.65,Price_Surge,2299.33,Sell
C084,Energy,21-09-2025,1551.62,Mixed Fuel,705.46,752.46,30.83,25,Disputed,12884.93,High_Demand,1728.16, SELL 
C038,Manufacturing,07-03-2025,2525.75,Renewable,1440.39,1364.39,31.75,154,Verified,17691.21,Price_Surge,1704.94,BUY
C016,Cement,04-11-2024,1892.45, Coal ,859.25,869.25,30.82,171,Disputed,16691.51,Price_Surge,2221.79,Hold
C061,Manufacturing,18-02-2025,2522.55,nan,1840.75,1726.75,28.81,93,Disputed,17151.06,Low_Demand,651.72,hold
C021,STEEL,27-12-2024,2532.25,Coal,1801.46,1654.46,30.81,84,Verified,8627.08,High_Demand,2006.61,Sell
C056,Energy,19-11-2024,2519.17,Natural Gas,781.33,615.33,29.07,157,VERIFIED,12005.54,High_Demand,934.21,hold
C094,Steel,24-10-2025,2518.28,Natural Gas,1784.66,1589.66,24.5,114,VERIFIED,11033.67,Low_Demand,1443.61,Buy
C046,Energy,27-08-2024,2957.75,Coal,1140.95,1286.95,30.79,131,Verified,17224.21,High_Demand,893.61, Sell 
C019,Steel,31-01-2024,2517.29,Natural Gas,1616.09,1601.09,22.62,142,DISPUTED,16619.14,High_Demand,1462.63,Buy
C086,Cement,15-03-2025,2514.16,RENEWABLE,781.88,710.88,26.32,93, Disputed ,11726.44,Price_Surge,1686.78,hold
C037, Cement ,02-11-2025,972.97, COAL ,486.81,496.81,30.76,91,Verified,18383.71,Low_Demand,688.6,Hold
C084,Manufacturing,11-12-2025,2130.97, Coal ,1053.09,1080.09,30.76,183,Verified,7188.96,Price_Surge,1881.76,Hold
C005,Cement,12-12-2024,2511.92,Mixed Fuel,1196.38,1358.38,21.28,52,Disputed,14833.44,Low_Demand,1432.78,Buy
C091,Energy,09-04-2024,2511.7,Natural Gas,1020.8,845.8,20.4,23,Verified,13778.99,High_Demand,2577.31,Buy
C003,Steel,25-06-2024,992.71,Natural Gas,780.45,849.45,30.75,164,Verified,7363.72,Price_Surge,1510.13,Sell
C079,STEEL,"Apr 19, 2025",2509.58, Coal ,1062.62,1112.62,33.54,191,DISPUTED,7384.84,Low_Demand,1347.43,Buy
C084, Energy ,15-03-2024,2508.84,nan,1232.84,1306.84,31.93,191,Disputed,7993.09,Low_Demand,875.38,Buy
C077,Cement,09-09-2024,1912.63,NATURAL GAS,574.79,614.79,30.73,181,nan,15041.45,Low_Demand,992.1,Hold
C071,Steel,13-12-2025,2830.38,Renewable,2065.69,2239.69,30.72,144,Disputed,18110.06,Price_Surge,1029.88,Sell
C065,Manufacturing,08-06-2024,1851.84,Coal,963.56,958.56,30.71,179,DISPUTED,9050.9,High_Demand,2818.37,Hold
C077,Energy,21-04-2024,2508.56,Mixed Fuel,1677.02,1509.02,33.02,200, VERIFIED ,19297.68,Low_Demand,2983.14,Buy
C040,Manufacturing,30-05-2024,2801.54,Coal,1535.27,1552.27,30.7,20,nan,14057.2,Price_Surge,906.93,Hold
C014,CEMENT,25-05-2025,2506.86,nan,1443.02,1336.02,26.14,176, Verified ,10946.32,Low_Demand,2476.19,hold
C047,Cement,30-05-2024,977.07,Coal,579.64,467.64,30.69,62,Verified,7819.49,Price_Surge,2405.88,hold
C051,Energy,09-11-2025,2094.31,Coal,1540.94,1713.94,30.69,198,Disputed,17353.76,Price_Surge,1639.64,Sell
C092,nan,10-03-2024,2506.65, Natural Gas ,888.94,825.94,22.63,178, Verified ,16070,Low_Demand,1628.91,Buy
C014,Energy,29-09-2025,663.03,Renewable,343.19,490.19,30.68,83,Disputed,6533.16,High_Demand,2715.01, Sell 
C008,Energy,02-01-2025,1304.47,Coal,552.78,406.78,30.67,98,Verified,9674.14,High_Demand,2906.36,SELL
C092,nan,10-03-2024,2506.65,Natural Gas,888.94,825.94,22.63,178,VERIFIED,16070,Low_Demand,1628.91,Buy
C083,Manufacturing,19-09-2024,2506.56,Mixed Fuel,1370.73,1181.73,30.07,109,VERIFIED,6650.53,Low_Demand,1302.37,hold
C068,Energy,29-08-2024,2504.46,Natural Gas,1749.78,1713.78,21.47,81,Verified,12617.3,High_Demand,957.7,Buy
C091,Steel,13-10-2025,1650.03,Natural Gas,559.83,749.83,30.67,96,Disputed,15812.6,Price_Surge,1703.37,Sell
C064,Manufacturing,08-04-2025,609.76,Mixed Fuel,255.72,314.72,30.66,111, Disputed ,19266.92,Price_Surge,1846.27,Hold
C081,Energy,06-06-2025,2702.51,Renewable,999.47,1106.47,30.66,152,Disputed,18545.32,High_Demand,2528.87,Sell
C021,Steel,07-08-2025,2504.32,Natural Gas,970.84,946.84,21.95,198,Verified,19905.97,Price_Surge,1744,BUY
C059,Cement,27-09-2024,1271.66,Coal,458.51,262.51,30.65,78,Disputed,10545.25,Price_Surge,2899.3,hold
C059,CEMENT,27-09-2024,1271.66,Coal,458.51,262.51,30.65,78,Disputed,10545.25,Price_Surge,2899.3,hold
C096, Steel ,09-01-2025,2971.41,Renewable,2200.25,2210.25,30.65,62,nan,15961.25,Low_Demand,2899.7,Hold
C051,Manufacturing,05-10-2025,2504.31,Natural Gas,753.5,676.5,23.11,133,Verified,12663.44,Low_Demand,2726.93,Buy
C099,Energy,27-12-2024,2504.19,COAL,1865.97,1749.97,29.88,92,Disputed,9770.41,Low_Demand,1700.47,hold
C090,Cement,04-02-2025,2270.1,Natural Gas,1656.48,1478.48,30.63,161,Verified,10867.22,Price_Surge,2186.55,hold
C085,Manufacturing,04-01-2025,2497.09,NATURAL GAS,774.51,909.51,31.52,36,Verified,19998.2,Low_Demand,2417.58,Buy
C065,STEEL,30-07-2025,2493.9,Coal,1474.48,1538.48,31.36,198, Verified ,6874.19,High_Demand,1595.41,BUY
C082,Energy,22-09-2024,2493.22,Mixed Fuel,1775.98,1920.98,27.34,64,Disputed,17242.56,Low_Demand,1824.34,hold
C026,MANUFACTURING,13-10-2025,2489.59,Mixed Fuel,757.37,949.37,21,194,Disputed,7334.7,High_Demand,750.2,Buy
C004,Manufacturing,28-06-2025,1592.01,nan,1062.16,1051.16,30.6,130,nan,15313.87,Low_Demand,754.15,Hold
C048,Steel,11-10-2025,554.58,Natural Gas,177.89,172.89,30.6,95,Disputed,17600.66,Low_Demand,1423.27,Hold
C028,MANUFACTURING,07-08-2024,912.6,Mixed Fuel,645.48,660.48,30.6,71,Disputed,17667.04,High_Demand,2621.86,Hold
C044,Steel,27-03-2025,1333.55,Natural Gas,857.3,671.3,30.59,117,Disputed,9629.2,Price_Surge,1622.05,hold
C076,Steel,20-10-2024,1247.58,Coal,649.38,499.38,30.59,21,Disputed,15601.17,Price_Surge,887.77,hold
C003,Cement,18-03-2024,682.5, Natural Gas ,540.45,365.45,30.58,21,Verified,11577.06,Price_Surge,2481.96,hold
C077,Cement,24-04-2024,633.77,Natural Gas,234.17,267.17,30.58,181,Disputed,19270.7,High_Demand,1858.7,Sell
C055,nan,12-06-2024,2685.72,Natural Gas,1403.06,1583.06,30.58,140,DISPUTED,11778.52,High_Demand,2043.68,SELL
C092,Manufacturing,26-04-2025,1881.67,MIXED FUEL,786.46,687.46,30.57,66,DISPUTED,18981.28,Price_Surge,1738.9,hold
